鬜	溪開二山入
鬜	溪開二山平
鬝	溪開二山入
鬝	溪開二山平
鬞	孃二江平
鬟	匣合二刪平
鬠	匣合一寒入
鬠	見合一泰去
鬡	孃開二耕平
鬢	幫三A真去
鬣	來開三鹽入
鬤	孃開二庚平
鬤	日開三陽平
鬥	端一侯去
鬧	孃開二肴去
鬨	匣一東去
鬨	匣二江去
鬩	曉開四青入
鬬	端一侯去
鬭	端一侯去
鬮	見三C尤平
鬮	見開三A幽上
鬯	徹開三陽去
鬱	影合三C文入
鬲	來開四青入
鬲	見開二耕入
鬳	疑開三C元去
鬴	並三C虞上
鬵	從開三侵平
鬵	從開三鹽平
鬵	邪開三侵平
鬷	精一東上
鬷	精一東平
鬹	見合三A支平
鬻	以三東入
鬼	見合三C微上
鬽	明三B脂去
鬾	羣開三B支去
鬾	羣開三B支平
魁	溪合一灰平
魂	匣合一魂平
魃	並一寒入
魄	滂二庚入
魄	透開一唐入	3%
魅	明三B脂去
魈	心開三宵平
魊	云合三B蒸入
魋	定合一灰平
魌	溪開三C之平
魍	明三C陽上
魎	來開三陽上
魏	疑合三C微去
魑	徹開三支平
魔	明一歌平
魖	曉開三C魚平
魗	常三尤平
魗	昌三尤上
魘	影開三A鹽上
魘	影開三A鹽入
魚	疑開三C魚平
魛	端開一豪平
魝	見開四先入
魟	匣一東平
魟	曉一東平
魟	見一東平
魠	透開一唐入
魡	端開四青入
魤	疑合一歌平
魥	溪開三C嚴入
魥	疑開一覃入
魦	心合一歌平
魦	生開二麻平
魧	匣開一唐平
魧	見開一唐平
魨	定合一魂平
魪	見開二皆去
魫	書開三侵上
魬	並二刪上
魮	並三A脂平
魯	來一模上
魱	匣一模平
魳	精開一覃入
魴	並三C陽平
魵	並三C文上
魵	並三C文平
魵	滂三C文上
魵	滂三C文去
魶	泥開一覃入
魶	泥開一談入
魷	云三C尤平
魺	匣開一歌平
魼	溪開三C魚平
魼	透開一談入
魽	匣開一談平
魾	並三B脂平
魾	滂三B脂平
魿	來開四青平
魿	羣開三B真平
鮀	定開一歌平
鮁	幫一寒入
鮂	精三尤平
鮂	邪三尤平
鮃	並三B庚平
鮅	並三A真入
鮅	幫三A真入
鮆	精開三支平
鮇	明三C微去
鮈	見合三C虞平
鮊	並二庚入
鮋	以三尤平
鮋	常三尤平
鮋	澄三尤平
鮍	滂三B支平
鮎	泥開四添平
鮏	心開四青平
鮐	透開一咍平
鮑	並二肴上
鮒	並三C虞去
鮓	莊開二麻上
鮚	羣開三B真入
鮛	書三東入
鮜	匣一侯去
鮞	日三東入
鮞	日開三之平
鮟	影開一寒平
鮠	疑合一灰平
鮡	定開四蕭平
鮡	澄開三宵上
鮢	章合三虞平
鮣	影開三A真去
鮤	來開三仙入
鮤	來開三祭去
鮥	來開一唐入
鮦	定一東平
鮦	澄三尤上
鮦	澄三鍾上
鮧	以開三脂平
鮧	定開四齊平
鮨	羣開三A脂平
鮩	並三A真入
鮩	並二庚上
鮩	並四青上
鮪	云合三B脂上
鮫	見開二肴平
鮬	並一模去
鮬	溪一模平
鮭	匣開二佳平
鮭	溪合四齊平
鮭	見合四齊平
鮮	心開三仙上
鮮	心開三仙去
鮮	心開三仙平
鮯	見開一覃入
鮰	匣合一灰平
鮳	溪開一豪去
鮵	定合一寒入
鮶	見合三C文平
鮷	定開四齊平
鮸	明三B仙上
鮹	心開三宵平
鮹	生開二肴平
鮾	泥合一灰上
鮿	知開三鹽入
鯀	見合一魂上
鯁	見開二庚上
鯃	疑一模平
鯅	書開三仙平
鯆	幫一模平
鯆	幫三C虞上
鯆	滂一模平
鯇	匣合二刪上
鯈	澄三尤平
鯉	來開三之上
鯊	生開二麻平
鯔	莊開三之平
鯕	羣開三C之平
鯖	清開四青平
鯖	章開三清平
鯗	心開三陽上
鯛	端開四蕭平
鯜	清開三鹽入
鯜	精開三鹽入
鯝	見一模去
鯞	章三尤上
鯟	端一東平
鯠	來開一咍平
鯡	幫三C微去
鯢	疑開四齊平
鯤	見合一魂平
鯥	來三東入
鯧	昌開三陽平
鯨	羣開三B庚平
鯩	來合三真平
鯪	來開三蒸平
鯫	從一侯上
鯫	從一侯平
鯫	清合三虞平
鯬	來開三脂平
鯬	來開四齊平
鯰	泥開四添平
鯴	生開三臻入
鯶	匣合一魂上
鯷	定開四齊去
鯷	定開四齊平
鯷	常開三支去
鯸	匣一侯平
鯹	心開四青平
鯼	精一東去
鯼	精一東平
鯽	精開三清入
鯽	精開三蒸入
鯾	幫三A仙平
鯿	幫三A仙平
鯿	幫二刪平
鰀	匣合一寒上
鰂	從開一登入
鰃	影合一灰平
鰄	影合三C微平
鰅	疑三C鍾平
鰅	疑合三C虞平
鰇	日三尤平
鰈	定開四添入
鰈	透開一談入
鰉	匣合一唐平
鰊	來開四先去
鰋	影開三C元上
鰌	從三尤平
鰌	清三尤平
鰍	清三尤平
鰐	疑開一唐入
鰑	以開三陽平
鰒	並三C東入
鰓	心開一咍平
鰕	匣開二麻平
鰜	匣開二咸平
鰜	見開四添平
鰝	匣開一豪上
鰝	曉開一唐入
鰞	影一模平
鰠	心開一豪平
鰡	來三尤平
鰢	明二麻上
鰣	常開三之平
鰤	生開三脂平
鰥	見合二山去
鰥	見合二山平
鰦	精開三之平
鰧	定開一登平
鰧	澄開三侵上
鰨	透開一談入
鰩	以開三宵平
鰪	影開一談入
鰬	羣開三B仙平
鰭	羣開三A脂平
鰱	來開三仙平
鰲	疑開一豪平
鰳	來開一登入
鰴	曉合三C微平
鰵	明三B真上
鰶	精開三祭去
鰷	定開四蕭平
鰸	溪合三C虞平
鰹	見開四先平
鰺	生開三侵平
鰻	明一寒平
鰻	明三C元去
鰼	邪開三侵入
鰾	並三A宵上
鰿	崇開二耕入
鰿	精開三清入
鱀	羣開三B脂去
鱀	羣開三C之去
鱁	澄三東入
鱂	精開三陽平
鱄	章合三仙上
鱄	章合三仙平
鱅	以三鍾平
鱅	常三鍾平
鱇	溪開一唐平
鱈	心合三仙入
鱉	幫三A仙入
鱊	以合三真入
鱊	船合三真入
鱊	見合二山入
鱌	邪開三陽上
鱍	幫一寒入
鱍	滂一寒入
鱎	見開三B宵上
鱏	以開三侵平
鱏	邪開三侵平
鱐	心三東入
鱑	匣合一唐平
鱒	從合一魂上
鱒	從合一魂去
鱓	常開三仙上
鱔	常開三仙上
鱕	幫三C元平
鱖	羣合三C元入
鱖	見合三B祭去
鱖	見合三B脂平
鱖	見合三C元入
鱗	來開三真平
鱘	邪開三侵平
鱚	曉開三C之上
鱝	並三C文上
鱟	匣一侯去
鱟	影一冬入	5%
鱠	見合一泰去
鱡	從開一登入
鱢	心開一豪平
鱣	知開三仙平
鱤	見開一覃上
鱦	以開三蒸去
鱦	明二庚上
鱦	船開三蒸去
鱦	船開三蒸平
鱧	來開四齊上
鱬	日合三虞平
鱭	從開四齊上
鱮	邪開三魚上
鱯	匣一模去
鱯	匣合二耕入
鱯	匣合二麻去
鱲	來開三鹽入
鱴	明四先入
鱵	章開三侵平
鱷	疑開一唐入
鱸	來一模平
鱹	見合一寒去
鱺	來開四齊上
鱻	心開三仙平
鳠	匣合二麻去
鳥	端開四蕭上
鳦	影開三B真入
鳧	並三C虞平
鳨	來開三蒸入
鳩	見三C尤平
鳪	幫一東入
鳫	疑開二刪去
鳭	知開二肴平
鳱	見開一寒平
鳲	書開三脂平
鳳	並三C東去
鳴	明三B庚平
鳶	以合三仙平
鳷	章開三支平
鳹	羣開三B鹽平
鳺	幫三C虞平
鳻	並三C文平
鳻	幫二刪平
鳼	明三C文平
鳽	溪開二耕平
鳽	疑開二耕入
鳽	疑開四先平
鳽	見開四先平
鳿	疑三C鍾入
鴀	幫三C尤上
鴀	幫三C尤平
鴂	見合四先入
鴃	見合四先入
鴅	曉合一寒平
鴆	澄開三侵去
鴇	幫一豪上
鴈	疑開二刪去
鴉	影開二麻平
鴊	章開三清去
鴊	章開三清平
鴋	並三C陽平
鴋	幫三C陽平
鴏	定開一登入
鴐	見開二麻平
鴒	來開四青平
鴓	明四先入
鴕	定開一歌平
鴗	來開三侵入
鴘	幫三B仙上
鴘	滂三B仙上
鴚	見開一歌平
鴛	影合一魂平
鴛	影合三C元平
鴜	從開三支平
鴜	精開三支平
鴝	羣合三C虞平
鴝	見一侯平
鴞	云開三B宵平
鴟	昌開三脂平
鴠	端開一寒去
鴢	影開二肴上
鴢	影開四蕭上
鴣	見一模平
鴤	章三東平
鴦	影開一唐平
鴦	影開三C陽平
鴨	影開二銜入
鴪	以合三真入
鴭	端合一灰平
鴮	影一模平
鴯	日開三之平
鴰	見合一寒入
鴰	見合二刪入
鴱	疑開一泰去
鴲	章開三脂去
鴲	章開三脂平
鴳	影開二刪去
鴶	見開二山入
鴷	來開三仙入
鴸	知合三虞平
鴸	章合三虞平
鴹	以開三陽平
鴺	以開三脂平
鴺	定開四齊平
鴻	匣一東上
鴻	匣一東平
鴽	日開三魚平
鴾	明三C尤平
鴿	見開一覃入
鵀	孃開三侵平
鵀	日開三侵去
鵀	日開三侵平
鵁	見開二肴平
鵂	曉三C尤平
鵃	知開二肴平
鵃	章開三宵平
鵃	端開四蕭上
鵄	昌開三脂平
鵅	來開一唐入
鵅	見開二庚入
鵊	見開二咸入
鵋	羣開三C之去
鵌	以開三魚平
鵌	定一模平
鵎	透合一歌上
鵏	並一模去
鵏	幫一模平
鵐	明三C虞平
鵑	見合四先平
鵒	以三鍾入
鵓	並一魂入
鵔	心合三真去
鵕	心合三真去
鵖	幫三B侵入
鵖	見開三B鹽入
鵗	曉開三C微平
鵚	透一東入
鵛	見開四青平
鵜	定開四齊平
鵝	疑開一歌平
鵟	羣合三C陽平
鵠	匣一冬入
鵡	明一侯上
鵡	明三C虞上
鵣	來開一泰去
鵧	並三A脂平
鵨	書開三魚平
鵩	並三C東入
鵪	影開一覃平
鵫	澄二江入
鵫	知開二肴去
鵬	並一登平
鵭	羣開三B侵平
鵮	溪開二咸平
鵮	知開二咸平
鵯	幫三A支平
鵯	滂三A真入
鵰	端開四蕭平
鵱	來三東入
鵲	清開三陽入
鵳	見開四先平
鵴	羣三C東入
鵴	見三C東入
鵵	透一模去
鵶	影開二麻平
鵷	影合三C元平
鵸	羣開三B支平
鵹	來開三支平
鵺	以開三麻去
鵻	心合三真上
鵻	章合三脂平
鵼	溪一東平
鵽	知合二刪入
鵽	知合二山入
鵽	端合一寒入
鵾	見合一魂平
鶁	見開三B庚平
鶂	疑開四青入
鶄	清開四青平
鶄	精開三清平
鶅	莊開三之去
鶅	莊開三之平
鶆	來開一咍平
鶇	端一東平
鶈	清開四齊平
鶉	常合三真平
鶊	見開二庚平
鶋	見開三C魚平
鶌	見合三C文入
鶓	明三B宵平
鶔	日三尤平
鶖	清三尤平
鶘	匣一模平
鶙	定開四齊平
鶚	疑開一唐入
鶛	見開二皆平
鶜	明二肴平
鶝	並三B蒸入
鶝	幫三C東入
鶞	徹合三真平
鶟	定合一魂入
鶠	影開三C元上
鶡	匣開一寒入
鶢	云合三C元平
鶤	云合三C文去
鶤	見合一魂平
鶥	明三B脂平
鶧	影開三B庚平
鶨	定合一魂去
鶨	徹合三仙去
鶩	明一東入
鶩	明三C虞去
鶪	見合四青入
鶬	清開一唐平
鶬	清開三陽平
鶭	滂三C陽上
鶯	影開二耕平
鶱	曉開三C元平
鶲	影一東平
鶴	匣開一唐入
鶵	崇合三虞平
鶶	定開一唐平
鶷	匣開二刪入
鶹	來三尤平
鶺	精開三清入
鶻	匣合一魂入
鶻	匣合二山入	5%
鶻	見合一魂入	5%
鶼	見開四添平
鶾	匣開一寒平
鶿	從開三之平
鶿	精開三之平
鷀	從開三之平
鷀	精開三之平
鷁	疑開四青入
鷂	以開三宵去
鷂	以開三宵平
鷃	影開二刪去
鷄	見開四齊平
鷅	來開三真入
鷆	定開四先平
鷇	溪一侯去
鷈	透開四齊平
鷌	明二麻上
鷏	定開四先平
鷐	常開三真平
鷒	定合一寒平
鷒	章合三仙平
鷓	章開三麻去
鷔	疑開一豪去
鷔	疑開一豪平
鷕	以合三脂上
鷖	影開四齊平
鷗	影一侯平
鷘	徹開三蒸入
鷙	章開三脂去
鷚	來三尤去
鷚	明三B幽平
鷚	明三C尤平
鷚	羣開三A幽平
鷜	來一侯平
鷜	來合三虞平
鷝	幫三A真入
鷝	滂三A真入
鷞	生開三陽上
鷞	生開三陽平
鷟	崇二江入
鷡	明三C虞平
鷢	羣合三C元入
鷣	以開三侵平
鷣	以開三宵去
鷤	定開一寒平
鷤	定開四齊去
鷤	定開四齊平
鷥	心開三之平
鷦	精開三宵平
鷧	影開三B脂去
鷨	匣合二麻平
鷨	曉合二麻平
鷩	幫三A仙入
鷩	幫三A祭去
鷫	心三東入
鷭	並三C元平
鷮	羣開三B宵平
鷮	見開三B宵平
鷯	來開三宵去
鷯	來開四蕭平
鷰	影開四先去
鷱	見開一豪平
鷲	從三尤去
鷳	匣開二山平
鷴	匣開二山平
鷵	定一模平
鷶	明二佳上
鷷	從合三真平
鷷	精合三真平
鷸	以合三真入
鷹	影開三C蒸平
鷺	來一模去
鷽	匣二江入
鷽	影二江入
鷾	影開三C之去
鷿	並四青入
鸀	澄二江入
鸀	章三鍾入
鸁	來合一歌平
鸂	溪開四齊平
鸃	疑開三B支平
鸄	匣開四青入
鸄	見開四蕭去
鸄	見開四青入
鸅	澄開二庚入
鸆	疑合三C虞平
鸇	章開三仙平
鸈	疑開三C嚴入
鸉	以開三陽平
鸊	並四青入
鸋	泥開四青去
鸋	泥開四青平
鸌	影合一唐入
鸍	明三A支平
鸍	書開三支平
鸎	影開二耕平
鸏	明一東上
鸏	明一東平
鸐	澄二江入
鸑	疑二江入
鸒	以開三魚去
鸒	以開三魚平
鸓	來合三脂上
鸓	來合三脂平
鸕	來一模平
鸗	來一東平
鸗	來三鍾平
鸘	生開三陽平
鸙	以開三陽入
鸚	影開二耕平
鸛	見合一寒去
鸜	羣合三C虞平
鸝	來開三支平
鸞	來合一寒平
鹵	來一模上
鹷	來開四青平
鹹	匣開二咸平
鹺	從開一歌平
鹻	見開二咸上
鹼	清開三鹽平
鹼	見開二咸上
鹽	以開三鹽去
鹽	以開三鹽平
鹿	來一東入
麀	影三C尤平
麁	清一模平
麂	見開三B脂上
麃	並二肴平
麃	滂三B宵上
麅	並二肴平
麆	崇開三魚去
麆	從一模上
麇	見合三B真平
麈	章合三虞上
麉	見開四先平
麊	明三A支平
麋	明三B脂平
麌	疑一模平
麌	疑合三C虞上
麎	常開三真平
麏	見合三B真平
麐	來開三真去
麐	來開三真平
麑	疑開四齊平
麒	羣開三C之平
麓	來一東入
麔	羣三C尤上
麕	見合三B真平
麖	見開三B庚平
麗	來開三支平
麗	來開四齊去
麙	疑開二咸平
麚	見開二麻平
麛	明四齊平
麜	來開三真入
麝	船開三清入
麝	船開三麻去
麞	章開三陽平
麟	來開三真平
麠	見開三B庚平
麡	崇開二皆平
麡	從開四齊平
麡	精開四齊平
麢	來開四青平
麤	清一模平
麥	明二耕入
麧	匣開一痕入
麨	昌開三宵上
麩	滂三C虞平
麪	明四先去
麫	明四先去
麭	滂二肴去
麮	溪開三C魚上
麮	溪開三C魚去
麯	溪三C東入
麰	明三C尤平
麱	滂三C虞平
麳	來開一咍平
麴	溪三C東入
麵	明四先去
麷	滂三C東去
麷	滂三C東平
麻	明二麻平
麼	明一歌上
麼	明一歌平
麽	明一歌平
麾	曉合三B支平
黀	莊三尤平
黁	泥合一魂平
黂	並三C微去
黃	匣合一唐平
黅	見開三B侵平
黇	透開四添平
黈	透一侯上
黊	匣合二佳去
黊	匣合二麻上
黊	匣合四齊平
黌	匣合二庚平
黍	書開三魚上
黎	來開四齊平
黏	孃開三鹽平
黐	來開三支平
黐	徹開三支平
黑	曉開一登入
黒	曉開一登入
黓	以開三蒸入
黔	羣開三B侵平
黔	羣開三B鹽平
黕	端開一覃上
黖	曉開三C微去
黗	透合一魂上
黗	透合一魂平
默	明一登入
黚	羣開三B侵平
黚	羣開三B鹽平
黛	定開一咍去
黜	徹合三真入
黝	影開三A幽上
黝	影開三A脂平
點	端開四添上
黟	影開三A脂平
黟	影開四齊平
黠	匣開二山入
黢	清合三真入
黤	影開一覃上
黤	影開二銜上
黥	羣開三B庚平
黦	影合三C元入
黦	影合三C文入
黦	影開三C元入
黧	來開四齊平
黨	端開一唐上
黫	影開二山平
黬	疑開二咸平
黬	見開二咸平
黭	影開一覃上
黮	定開一覃上
黮	透開一覃上
黯	影開二咸上
黯	影開二咸平	5%
黰	影開二山平
黰	章開三真上
黱	定開一咍去
黲	清開一覃上
黲	清開一談上
黳	影開四齊平
黴	明一灰去
黴	明三B脂平
黵	端開一談上
黶	影開三A鹽上
黷	定一東入
黸	來一模平
黹	知開三脂上
黺	幫三C文上
黻	幫三C文入
黼	幫三C虞上
黽	明三A仙上
黽	明三A真上
黽	明二耕上
黿	疑合一寒平
黿	疑合三C元平
鼀	清三東入
鼁	溪開三C魚去
鼂	澄開三宵平
鼃	匣合二佳平
鼃	影合二佳平
鼄	知合三虞平
鼅	知開三支平
鼆	明二耕上
鼇	疑開一豪平
鼈	幫三A仙入
鼉	定開一歌平
鼊	幫四青入
鼎	端開四青上
鼏	明四青入
鼐	泥開一咍上
鼐	泥開一咍去
鼒	從開一咍平
鼒	精開三之平
鼓	見一模上
鼔	見一模上
鼕	定一冬平
鼖	並三C文平
鼗	定開一豪平
鼘	影合四先平
鼘	影開三B真平
鼙	並四齊平
鼚	徹開三陽平
鼛	見開一豪平
鼜	清開一豪去
鼜	清開四青入
鼞	透開一唐平
鼟	透開一登平
鼠	書開三魚上
鼢	並三C文上
鼢	並三C文平
鼣	並三C廢去
鼤	明三C文去
鼤	明三C文平
鼥	並一寒入
鼧	定開一歌平
鼧	透開一歌平
鼨	章三東平
鼩	羣合三C虞平
鼪	生開三庚去
鼪	生開三庚平
鼫	常開三清入
鼬	以三尤去
鼭	常開三之平
鼮	定開四青平
鼯	疑一模平
鼱	精開三清平
鼲	匣合一魂平
鼳	見合四青入
鼴	影開三C元上
鼵	定合一魂入
鼶	定開四齊平
鼶	心開三支平
鼷	匣開四齊平
鼸	匣開四添上
鼻	並三A脂去
鼽	曉合一灰平
鼽	羣三C尤平
鼾	匣開一寒去
鼾	曉開一寒平
鼿	曉合一灰平
鼿	疑合一魂入
齁	曉一侯平
齂	明二山入
齂	曉開三B脂去
齂	曉開二皆去
齃	影開一寒入
齄	莊開二麻平
齅	曉三C尤去
齇	莊開二麻平
齈	泥一東去
齊	從開四齊去	2%
齊	從開四齊平
齊	莊開二皆平	0%
齋	莊開二皆平
齌	從開四齊去
齌	清開四齊平
齌	精開四齊平
齍	精開三脂平
齎	精開三脂平
齎	精開四齊平
齏	精開四齊平
齒	昌開三之上
齓	初開三臻上
齔	初開三臻上
齔	初開三臻去
齕	匣開一痕入
齕	匣開四先入
齖	疑開二麻去
齖	疑開二麻平
齗	疑開三B真上
齗	疑開三C殷平
齘	匣開二皆去
齙	並二肴平
齚	崇開二庚入
齛	心開三仙入
齜	崇開二佳平
齜	莊開三支平
齝	徹開三之平
齝	書開三之平
齞	疑開四先上
齟	崇開三魚上
齠	定開四蕭平
齡	來開四青平
齣	昌合三真入
齤	羣合三B仙平
齦	溪開一痕上
齦	溪開二山上
齦	疑開三C殷平
齧	疑開四先入
齨	羣三C尤上
齩	疑開二肴上
齪	初二江入
齫	溪合一魂上
齫	疑合三C文上
齬	疑一模平
齬	疑開三C魚上
齬	疑開三C魚平
齭	初開三魚上
齭	生開三魚上
齮	疑開三B支上
齯	疑開四齊平
齰	崇開二庚入
齰	崇開二麻去
齱	初二江入
齱	莊三尤平
齲	溪合三C虞上
齳	疑合三C文上
齴	疑開三B仙上
齵	疑一侯平
齵	疑合三C虞平
齶	疑開一唐入
齷	影二江入
齸	以開三真入
齸	影開三A清入
齹	崇開三支平
齹	從開一歌平
齺	崇二江入
齻	端開四先平
齼	初開三魚上
齽	羣開三B侵去
齾	疑開一寒入
齾	疑開二刪入
龍	來三鍾平
龏	影二江入
龏	見三C鍾去
龐	並二江平
龓	來一東上
龓	來一東平
龔	見三C鍾平
龕	溪開一覃平
龖	定開一覃入
龗	來開四青平
龜	溪三C尤平
龜	見三C尤平
龜	見合三B脂平
龠	以開三陽入
龡	昌合三支平
龢	匣合一歌平
龣	來一東入
龣	見二江入
龤	匣開二皆平
𠀐	羣合三B脂去
𠀒	匣一模平
𠀔	見合三C文入
𠀘	透開四先平
𠀽	來合一魂入
𠁁	定一侯上
𠁥	見合二佳上
𠁥	見合二麻上
𠁫	溪開三B幽平
𠁭	羣開三A支平
𠂄	曉合一寒平
𠂆	以開三祭去
𠂇	精開一歌上
𠂔	莊開三之上
𠂕	書開三脂上
𠂞	匣一模平
𠂢	滂二佳去
𠂤	端合一灰平
𠂬	疑合一歌上
𠂬	疑合一歌平
𠂷	匣開二耕上
𠂹	常合三支平
𠂼	定開四添上
𠃊	影開三C殷上
𠃚	見開三A幽平
𠃸	影開三C之去
𠃾	見合三B脂平
𠄅	疑開三C嚴入
𠄈	來開三真去
𠄌	見合三C元入
𠄏	端開四蕭上
𠄔	匣開四蕭上
𠄖	來開四青平
𠅞	船開三蒸平
𠅬	幫一豪平
𠆎	云合三C微平
𠆩	並三C凡平
𠆩	滂三C凡去
𠆲	疑開三C嚴上
𠆴	孃開二肴去
𠆵	疑開四齊平
𠆺	匣合四先平
𠇗	溪合二麻平
𠇱	明一寒入
𠈇	心三東入
𠈈	心開三支上
𠈈	清開三支上
𠈋	日三東平
𠈱	心開一歌平
𠈵	明二江上
𠈵	明二江平
𠈺	並四齊上
𠉤	定開一覃入
𠉦	心三東入
𠉫	見合三C陽去
𠊧	並二耕上
𠊧	並二耕去
𠊩	崇開二山上
𠊪	常合三虞去
𠊬	溪開三B庚入
𠊬	羣開三C陽入
𠊯	心一侯上
𠊰	見合二麻上
𠊷	澄開三脂去
𠊾	羣合三A脂去
𠊾	羣合三B脂平
𠋢	心一侯上
𠋧	溪開三C歌平
𠋩	幫三C東入
𠋫	匣一侯去
𠋬	見合四青入
𠋺	心開一豪平
𠌖	羣三C鍾平
𠌪	透開一豪平
𠌭	生合三真入
𠌮	章開三麻平
𠌰	見開一咍去
𠌶	云合三C虞平
𠌶	曉合三C虞平
𠍀	端一東平
𠍜	澄開三之去
𠍵	以開三陽去
𠍹	知開二咸入
𠎝	溪開三B仙平
𠎷	心開一談入
𠏀	溪合一歌平
𠏃	影合三C歌平
𠏢	來合一歌去
𠏤	見合三C陽上
𠏭	從一東去
𠏮	端合一灰去
𠐀	以開三支平
𠐋	來開二肴平
𠐋	滂二肴平
𠐌	幫三B支上
𠐤	見合一灰平
𠐩	徹開二咸上
𠐻	羣開三C元上
𠐻	見開三B仙上
𠐼	來開三侵去
𠐽	羣合三B脂平
𠐽	見合三C微去
𠐾	溪開三C之平
𠐿	曉合一登平
𠑅	知開二耕平
𠑆	徹開三嚴上
𠑗	心開三仙平
𠑘	端開四先平
𠑟	幫四先平
𠒂	見一模上
𠒃	邪開三脂上
𠒅	邪開三脂上
𠒆	日開三支平
𠒜	疑合三C元上
𠒢	疑合一寒平
𠓋	以開三清入
𠓗	滂三C虞去
𠓗	滂二庚入
𠓛	從開三侵入
𠓜	來開三陽上
𠓭	來開一覃上
𠔙	端一冬平
𠔯	幫二刪平
𠔺	溪開二咸平
𠔼	明一侯去
𠔼	明一豪上
𠕋	初開二耕入
𠕓	溪二江入
𠕣	溪開二咸入
𠕦	以合三虞去
𠖶	清開三侵去
𠖷	見合四青上
𠗂	匣開一唐入
𠗉	匣開二銜入
𠗉	匣開四添入
𠗉	精開四添入
𠗨	定開四添入
𠗨	澄開二銜入
𠗲	來開三蒸平
𠗴	匣開一覃平
𠗺	以開三支平
𠘂	心一侯平
𠘧	常合三虞平
𠘯	孃三尤上
𠘯	日三尤上
𠘱	章開三真上
𠙶	影一侯上
𠚜	透開一豪平
𠚡	透開一豪平
𠚥	端開四蕭平
𠛂	初開三陽平
𠛉	溪開二山入
𠛎	見一侯平
𠛐	章開三祭去
𠛑	匣開四先平
𠛮	清合三仙平
𠛱	來開三仙入
𠛱	精開一寒入
𠛺	滂三C虞上
𠜂	生開二刪平
𠜓	透開四青入
𠜖	來合一寒入
𠜙	幫一模去
𠜱	滂四齊平
𠜲	影開二麻平
𠜵	見開二山入
𠜶	泥開一豪上
𠜻	曉合二耕入
𠜾	見合三B祭去
𠜾	見合三C文入
𠝃	影合四先平
𠝟	影開三B庚上
𠝤	昌三鍾平
𠝥	溪合四齊平
𠞂	心開四齊平
𠞇	滂四齊去
𠞈	端開一談入
𠞉	來開三真入
𠞊	初開二佳平
𠞊	初開二麻平
𠞩	初開三臻入
𠞩	生合三真入
𠞭	來一侯去
𠞭	來一侯平
𠞮	初開三陽上
𠞰	精開三宵上
𠞱	羣開三B真去
𠟂	清開一登去
𠟃	精合一魂上
𠟉	章開三仙上
𠟌	滂三C虞上
𠟍	昌三鍾平
𠟎	疑開一唐入
𠟪	清開三鹽入
𠟪	疑開三C嚴入
𠟭	精開一登入
𠟯	精開三宵上
𠟴	初開三臻入
𠟻	精開一登入
𠟼	匣合二刪平
𠟽	見合二山入
𠟿	精開三宵上
𠠃	清開三鹽平
𠠌	來開三鹽入
𠠍	來開三脂平
𠠎	溪合一唐入
𠠎	溪合二庚入
𠠗	來開三鹽入
𠠜	影開二耕平
𠠫	來開四齊去
𠠳	見三C尤平
𠠵	滂三C元去
𠡂	並三B真入
𠡃	精開一歌去
𠡝	疑開三B真入
𠢅	羣開三B仙平
𠢆	匣開二刪入
𠢈	見開三C魚上
𠢓	明一唐入
𠢕	匣開一豪平
𠢠	來開三蒸入
𠢤	見合三C元入
𠢲	溪開二皆上
𠢳	生開三蒸入
𠣊	來開三魚去
𠣑	影開二肴平
𠣙	邪合三真平
𠣟	清合三真平
𠣤	心合三真上
𠣨	疑開三B支平
𠣪	羣合三C虞平
𠣫	常開三宵去
𠣬	心合三真上
𠣵	並一登入
𠣾	滂一登入
𠣿	見三C尤去
𠤄	溪三C東入
𠤄	羣三C東入
𠤈	並三C東去
𠤎	曉合二麻去
𠤏	幫一豪上
𠤦	日合三仙上
𠤼	定開四蕭平
𠥐	清開一唐平
𠥗	見合三B脂上
𠥙	清合三仙平
𠥜	影開一寒入
𠥦	以開三蒸入
𠥴	匣開一覃平
𠥸	透開四齊平
𠦂	透開一豪平
𠦃	心開一覃入
𠦃	心開一談入
𠦄	心開一覃入
𠦎	透開一豪平
𠦒	幫一寒平
𠦒	幫三A真入
𠦪	曉合三C文入
𠦫	從開三侵入
𠦬	見合二皆平
𠧙	常開三宵去
𠧙	常開三宵平
𠧙	章開三宵去
𠧚	昌開三清入
𠧞	澄開三宵上
𠧧	心開四齊平
𠧩	曉合一灰去
𠧪	定開四蕭平
𠧪	心開四齊平
𠧴	以三尤平
𠧵	昌開三清入
𠧷	以三尤平
𠨎	崇合三仙去
𠨜	疑合一魂入
𠨧	清開三仙平
𠨮	莊開三蒸入
𠨲	以開三陽入
𠨴	見開二皆去
𠩁	定一冬平
𠩂	溪開三C嚴入
𠩃	以開三陽入
𠩄	生開三魚上
𠩗	以開三支平
𠩘	見開二銜入
𠩧	溪開一覃入
𠩫	疑開四青入
𠩬	來開三之平
𠩰	端合一灰平
𠩺	曉開三C之平
𠪙	心開三之上
𠪚	溪開一談上
𠪚	疑開三B侵平
𠪚	透開一談上
𠪮	章開三清入
𠪻	並三C虞去
𠫓	透合一魂入
𠬈	幫三A支上
𠬛	明一魂入
𠬝	孃開三仙上
𠬝	精開四先入
𠬢	透開一豪平
𠬨	精開四先入
𠬪	並三B宵上
𠭇	明一侯上
𠭖	見開一談上
𠭥	心合三脂去
𠭥	章合三祭去
𠭰	來開三之平
